IDEmpresa;Nombre Comercial;Web;Dirección;C.P.;Localidad;Provincia;HEART OF SPAIN
40055;BREZOS DEL NORTE & MIEL OSO PARDO;"www.mielesbrezosdelnorte.com/; www.mielosopardo.es/";CALLE LAS ERAS 18;34128;GOZON DE UCIEZA;PALENCIA;
149;AQUADOMUS;www.aquadomus.es;CALLE SUBIDA A VILLALAFUENTE 5;34100;SALDAÑA;PALENCIA;
323;BALNEARIO DE CALABOR;www.calabor.net;CARRETERA BALNEARIO DE CALABOR S/N;49392;CALABOR;ZAMORA;
385;COVITORO;www.covitoro.com;CARRETERA TORDESILLAS 13;49800;TORO;ZAMORA;
435;VALBUSENDA HOTEL BODEGA & SPA;www.bodegasvalbusenda.com;CARRETERA DE TORO-PELEAGONZALO S/N;49880;TORO;ZAMORA;
839;CASALBA;www.casalba.es;CALLE BURGOS 1;09259;VILLAMAYOR DEL RIO;BURGOS;
938;COLLANTES BLANCO, MARIA;www.embutidoscanibanocollantes.com;CALLE BODEGAS 2;47675;BOLAÑOS DE CAMPOS;VALLADOLID;
1280;EMBUTIDOS Y JAMONES GAMAR;www.embutidosgamar.com;CARRETERA CL-603 KM. 83,8;40392;PINILLOS DE POLENDOS;SEGOVIA;
1370;AGUILAR SAMPEDRANO, MARIA PILAR;;AVENIDA DE ZARAGOZA 3;42250;ARCOS DE JALON;SORIA;
1649;NIETO MARTIN;"www.helmanticaterra.es; www.nietomartin.es";CALLE TRASERA DEL TORREON 7;37770;GUIJUELO;SALAMANCA;
1803;CONSERVAS VEGA ESLA;www.vegaesla.com;CALLE TARIFA 41;24223;FRESNO DE LA VEGA;LEON;
1913;JAMONES SEGOVIA;www.altosdeiberia.com;CALLE DE LAS NAVAS S/N;40270;CARBONERO EL MAYOR;SEGOVIA;
1994;BODEGAS LERMA;www.bodegaslerma.com;CARRETERA MADRID-IRUN KM. 203;09340;VILLALMANZO;BURGOS;
2064;LEGUMBRES MONTES;www.legumbresmontes.com;CARRETERA PEDROSILLO 22;37427;VELLES (LA);SALAMANCA;
2075;LICORES EL MAJUELAR;www.elmajuelar.com/;POL. INDUSTRIAL LOS VILLARES C/ GUATEMALA  54;37184;VILLARES DE LA REINA;SALAMANCA;
2080;LISARDO CASTRO MARTIN;www.lisardocastro.com;POL. INDUSTRIAL AGROALIMENTARIO C/ SIERRA HERREROS PARC. 21-22;37770;GUIJUELO;SALAMANCA;
2450;FABRICA DE MORCILLAS ORTEGA;www.morcilladebriviesca.com;CARRETERA DE VALDAZO 7;09240;BRIVIESCA;BURGOS;
2748;ESTRELLA DE CASTILLA;www.estrelladecastilla.es;POL. INDUSTRIAL C/ SIERRA DE FRANCIA 60 62;37770;GUIJUELO;SALAMANCA;
2791;QUESERIAS ENTREPINARES;www.entrepinares.com;POL. INDUSTRIAL ARGALES C/ VAZQUEZ DE MENCHACA 9 PARC. 137;47008;VALLADOLID;VALLADOLID;
2802;QUESOS CERRATO;www.quesoscerrato.com;AVENIDA PEDRO CABEZUDO S/N;34240;BALTANAS;PALENCIA;
2891;CHOCOLATES LA SUPERLATIVA;www.chocolateslasuperlativa.com;AVENIDA RONDA DE CORREDERA 30;49800;TORO;ZAMORA;
2966;VIRGEN DE LA CANALEJA;www.mielorodelalberche.es;CARRETERA VENTA DEL OBISPO S/N;05122;NAVATALGORDO;AVILA;
3228;VINOS SANZ;www.vinossanz.com;CARRETERA MADRID-CORUÑA N-VI KM. 170,5;47490;RUEDA;VALLADOLID;
30280;QUESOS ARTESANOS ILUJOR;www.quesosilujor.com;CARRETERA BARRIO ABAJO S/N;09130;PALACIOS DE BENAVER;BURGOS;
32461;LA CRIBA DE VALSECA;www.lacribadevalseca.com;CALLE HUMILLADERO 11;40390;VALSECA;SEGOVIA;
32581;CARNICAS IBERTESA;;CALLE FERROCARRIL 35;37770;FUENTES DE BEJAR;SALAMANCA;
32781;LACTEAS LA HINIESTA;www.quesoslahiniesta.com;CALLE LA IGLESIA 28;49192;HINIESTA (LA);ZAMORA;
32861;CARNICAS MOMBUEY;;AVENIDA DOCTOR LORENZO S/N;49310;MOMBUEY;ZAMORA;
33642;UILA DONES;www.amardcorian.com;CALLE OLMA 1   BIS;47329;VILLABAÑEZ;VALLADOLID;
33700;ECOEDUCO;www.ecoeduco.es;POL. INDUSTRIAL 206 PARCELA 5096;40242;CAMPO DE CUELLAR;SEGOVIA;
37994;ORGANIZACION DE PRODUCTORES DE LECHE DE OVEJA DE CASTILLA Y LEON;www.opecyl.es;CALLE BARBEROS 1;24700;ASTORGA;LEON;
39195;CHURRERIA&CHOCOLATERIA MARGA;;CALLE LABRADORES 43  3 A;47004;VALLADOLID;VALLADOLID;
40295;BODEGAS Y VIÑEDOS CASTILLO LATARCE;;CARRETERA MEDINA DE RIOSECO, KM 1;49800;TORO;ZAMORA;
374;BODEGAS CANTAMORA;www.bodegascantamora.com;TRAVESIA DE LAS ERAS 2;47315;PESQUERA DE DUERO;VALLADOLID;
458;BODEGAS ARCO DE CURIEL;www.arcocuriel.com;CALLE CALVARIO S/N;47316;CURIEL DE DUERO;VALLADOLID;
542;BODEGAS MUELAS DE TORDESILLAS;www.bodegamuelas.com;CALLE SANTA MARIA 3;47100;TORDESILLAS;VALLADOLID;
866;CECINAS PABLO;www.cecinaspablo.com;CARRETERA MADRID-LA CORUÑA S/N POLIG. INDUSTRIAL PARC. 51-53;24700;ASTORGA;LEON;
939;QUESOS ARTESANALES LA ANTIGUA;www.quesovillaumbrales.wordpress.com;CALLE SANTA BARBARA S/N;34192;VILLAUMBRALES;PALENCIA;
1166;DULCES VELA;www.dulcesvela.es;CALLE PONIENTE 10B;47420;ISCAR;VALLADOLID;
1272;EMBUTIDOS VILLAMAYOR DE CAMPOS;;CARRETERA MEDINA DE RIOSECO 6;49131;VILLAMAYOR DE CAMPOS;ZAMORA;
1351;FAUNDEZ GOURMET;www.faundez.com;CAMINO DE LA RODERA 69;49519;RABANALES;ZAMORA;
1354;PATATAS FRITAS FATIMA;www.patatasfritasfatima.com;CALLE JOSE MENDEZ 31;37184;POLIGONO INDUSTRIAL LOS VILLARES;SALAMANCA;
1357;QUESOS DE HINOJOSA;www.quesosdehinojosa.com;CALLE EGIDO 13;37230;HINOJOSA DE DUERO;SALAMANCA;
1471;GALLETAS SIRO;www.ceralto.com;AVENIDA DE BURGOS 29;34200;VENTA DE BAÑOS;PALENCIA;
1697;ARTESANOS DEL ARCO HERNÁNDEZ;www.quesodebogajo.es;CALLE TORAL 11;37291;BOGAJO;SALAMANCA;
1746;PATATAS HIJOLUSA;www.hijolusa.es;POL. INDUSTRIAL DE LEON-FASE 2 PARCELA M33;24391;RIBASECA;LEON;
2224;MARIANO LOPEZ E HIJOS;www.zamarras.com;CALLE CANONGIA 28;40360;CANTIMPALOS;SEGOVIA;
2226;MARIANO PASCUAL;www.marianopascual.com;CALLE SEGOVIA 30;40270;CARBONERO EL MAYOR;SEGOVIA;
2232;PANIFICADORA ARTESANA ANGEL MAROTO;www.panificadoraartesanaangelmaroto.es;CALLE PASADA 5;40422;OTERO DE HERREROS;SEGOVIA;
2727;PRODUCIONES AVICOLAS EL GRANJERO;www.huevoselgranjero.com;AUTOVIA DE PINARES 601 KM. 44;40200;CUELLAR;SEGOVIA;
2843;RENALTERRA;www.vinosrenalte.com;PLAZA MAYOR 2  BAJO;09370;GUMIEL DE IZAN;BURGOS;
3112;FRUTAS TABUENCA;www.verdurastabuenca.com;CARRETERA DE VALLADOLID KM. 148;40200;CUELLAR;SEGOVIA;
3254;VIÑAS DEL BIERZO;www.granbierzo.com;CALLE PROLONGACION CAMINO DE SANTIAGO S/N;24410;CAMPONARAYA;LEON;
10616;HONGOS DE ZAMORA;www.honza.es;POL. INDUSTRIAL VALCAVADO C/ LAGAR DE AVEDILLO NAVES 1 Y 2;49024;ZAMORA;ZAMORA;
31180;LEGUMBRES PENELAS;www.legumbrespenelas.com;POL. INDUSTRIAL VILLAREJO 38-51;24358;VILLAREJO DE ORBIGO;LEON;
32682;GONZALEZ PEREZ, PABLO ALBERTO;;CALLE LA FUENTE 31;37750;CESPEDOSA DE TORMES;SALAMANCA;
33360;BODEGAS FRONTAURA;https://bodegasnexusfrontaura.com/;CARRETERA PESQUERA - RENEDO  S//N;47315;PESQUERA DE DUERO;VALLADOLID;
34421;VIÑEDOS LA DEHESA;www.bodegasvetusta.com;AVENIDA PORTUGAL, 54 PARCELA 16, NAVE 1;09400;ARANDA DE DUERO;BURGOS;
34706;HORNAZOS ROMERO;www.panaderiaromero.com;CALLE CANDIDO ALBARRAN 46  BAJO;37006;SALAMANCA;SALAMANCA;
35891;QUESOS REVILLA;www.quesosrevilla.com;POL. INDUSTRIAL CAMPO AVIACION, PARC 38 C/ COMANDANTE ALVAREZ RAIGADA;49530;CORESES;ZAMORA;
36315;CUESTAS DE PAN;;CALLE REAL 26;34246;CASTRILLO DE DON JUAN;PALENCIA;
36333;LEYENDA DEL PARAMO;www.leyendadelparamo.es/;CARRETERA DE LEON S/N PARAJE EL CUETO;24230;VALDEVIMBRE;LEON;
37011;EMBUTIDOS ARTESANOS IGLESIAS RODRIGUEZ;https://www.iglesiasrodriguez.es/;CALLE PRINCIPE FELIPE 85;37770;GUIJUELO;SALAMANCA;
37253;CARNES SELECTAS 2000;www.campofriofrescos.es;CALLE CONDADO DE TREVIÑO 73;09001;BURGOS;BURGOS;
38093;GONZALEZ ALVAREZ, MARIA DE LA PAZ;;CALLE AREAL 4;24442;CARUCEDO;LEON;
40355;BODEGA VINCULO SERRANO;https://bodegavinculoserrano.es;CALLE SANTÍA 22;37671;SAN ESTEBAN DE LA SIERRA;SALAMANCA;
25;ASOCIACION PROMOCION DE LA TERNERA DE ALISTE;www.terneradealiste.es;CALLE BARRIO NUEVO 9;49510;FONFRIA;ZAMORA;
211;ALVAREZ LEGUMBRES;www.alvarezlegumbres.com;CALLE SALAS POMBO 27;37420;GOMECELLO;SALAMANCA;
274;QUESERIA ARTESANA CELESTINO ARRIBAS;www.celestinoarribas.com;CALLE HONDA 10;40350;ESCALONA DEL PRADO;SEGOVIA;
299;CASTILLO DE ISCAR;;CARRETERA CUELLAR-OLMEDO KM. 17,8;47420;ISCAR;VALLADOLID;
307;AVELINO VEGAS;www.avelinovegas.com;POL. INDUSTRIAL 1 PARCELAS 69 Y 70;40460;SANTIUSTE DE SAN JUAN BAUTISTA;SEGOVIA;
406;BODEGA LA ASUNCION DE NTRA. SRA.;www.asunciongumiel.com;CARRETERA MADRID-IRUN S/N;09370;GUMIEL DE IZAN;BURGOS;
416;BODEGAS Y PAGOS DE MATARREDONDA;www.matarredonda.es;CARRETERA TORO-VALDEFINJAS KM. 2,5;49800;TORO;ZAMORA;
517;BODEGAS HERMANOS SASTRE;www.vinasastre.com;CALLE SAN PEDRO S/N;09311;HORRA (LA);BURGOS;
628;LLEIROSO;https://bodegaslleiroso.com/;POL. INDUSTRIAL PARC. 14 COTO DE SAN BERNARDO DE VALBUENA DE DUERO;47359;VALBUENA DE DUERO;VALLADOLID;AUTORIZADO
871;FRUTIBIERZO;www.frutibierzo.es;CARRETERA DEHESAS A POSADA DEL BIERZO-NAVE FRUTIBIERZO;24390;DEHESAS;LEON;
1274;MIRATONDA;www.miratonda.com;CAMINO FUENTERROBLE S/N;37770;GUIJUELO;SALAMANCA;
1470;BIZCOCHOS INO&ELI;www.bizcochosnoel.com;CARRETERA MADRID-IRUN KM. 201;09340;LERMA;BURGOS;
1474;LOS DULCES DE MARY;;CALLE BENITO PEREZ GALDOS 12;37730;LEDRADA;SALAMANCA;
1754;HIJOS DE RUFINO IGLESIAS;www.hijosderufinoiglesias.com;CALLE CANONIGA 25;47194;MUCIENTES;VALLADOLID;
1894;LEGUMBRES J. PEDRAZ;;CALLE CENTRO RURAL 24;37420;GOMECELLO;SALAMANCA;
2129;LA QUESERA DE RUEDA;www.laqueseraderueda.com;CARRETERA N-VI MADRID-LA CORUÑA KM. 172,100;47490;RUEDA;VALLADOLID;
3024;INDUSTRIAS CARNICAS ROAL;www.industriascarnicasroal.com;CARRETERA SORIA-PLASENCIA KM. 281;05540;TORRE (LA);AVILA;
26041;BODEGAS SIERRA;www.bodegassierra.com;CARRETERA MADRID-IRUN KM. 203,7;09390;VILLALMANZO;BURGOS;
30360;JULIAN BECERRO E HIJOS;www.julianbecerro.com;CALLE ERAS 6;37624;ALBERCA (LA);SALAMANCA;
33740;BENITO ROLDAN, LUIS MIGUEL;www.elgarbanzaldevalseca.com;CALLE AMARGURA 8;40390;VALSECA;SEGOVIA;
35810;OENANTHE;;CALLE LOS LIENZOS 2;34338;ABARCA DE CAMPOS;PALENCIA;
35889;MIEL MONTE ALISTE;;CALLE RABANO 3;49516;SEJAS DE ALISTE;ZAMORA;
36951;COMERCIAL DISTRIBUCION Y LOGISTICA MAR DE SANGENJO;;CALLE JUAN ANTONIO CARMONA 12;47500;NAVA DEL REY;VALLADOLID;
38195;LOZANO ENCINA, ENRIQUE;www.bunkerdistillery.com;CALLE LA CARRETERA 23;24343;GRAÑERAS (LAS);LEON;
38375;LEGUMBRES EL RUA;www.legumbreselrua.es;CALLE AREVALO 9;05215;TORNADIZOS DE AREVALO;AVILA;
38735;LA FLOR DE VALSECA;;PLAZA VEGUILLA DE AVILA 1;40390;VALSECA;SEGOVIA;
39955;ZUCCA;http://www.queseriazucca.com;CALLE ANTONIO MACHADO 10;47160;PORTILLO;VALLADOLID;
40275;PISZACHO;https://www.frutossecosdibel.com/;CALLE GARRIDO 15   A;49156;GUARRATE;ZAMORA;
14;ASOCIACION PARA LA PROMOCION DE LA HARINA ZAMORANA;www.harinatradicionalzamorana.com;CALLE JIMENEZ DE QUESADA 2  BAJO;49012;ZAMORA;ZAMORA;
64;CONSEJO REGULADOR I.G.P. CARNE DE SALAMANCA;www.carnedemoruchadesalamanca.org;CALLE  SANTA CLARA 20;37001;SALAMANCA;SALAMANCA;
391;BODEGA DEHESA DE LOS CANONIGOS;www.bodegadehesadeloscanonigos.com;CARRETERA VALBUENA-PESQUERA KM.  39;47315;PESQUERA DE DUERO;VALLADOLID;
471;BODEGAS CASTELO DE MEDINA;www.castelodemedina.com/es;CARRETERA CL-602 KM. 48;47465;VILLAVERDE DE MEDINA;VALLADOLID;
493;BODEGAS EL LAGAR DE ISILLA;www.lagarisilla.es;CALLE CAMINO REAL 1;09471;VID (LA);BURGOS;
512;BODEGAS GARCIAREVALO;www.garciarevalo.com;PLAZA SAN JUAN S/N;47230;MATAPOZUELOS;VALLADOLID;
592;BODEGAS VALDUBON;www.valdubon.es;CARRETERA ANTIGUA N-1 KM. 151;09460;MILAGROS;BURGOS;
706;QUESERIA CAMPO PRIETO;www.quesoscampoprieto.com;CARRETERA TORO 5;49717;CUELGAMURES;ZAMORA;
1225;EMBUTIDOS EUSEBIO;www.embutidoseusebio.com;CALLE LA IGLESIA 37;37624;ALBERCA (LA);SALAMANCA;
1234;EMBUTIDOS HERMANOS ACEBES;;CALLE VALLADOLID 15;47310;CAMPASPERO;VALLADOLID;
1283;EMBUTIDOS Y JAMONES LEMA;www.embutidoslema.es;TRAVESIA FUENTE MALA 4;49610;SANTIBAÑEZ DE VIDRIALES;ZAMORA;
1402;FLORENCIO GOMEZ;www.florenciogomez.es;CALLE ARRIBA 2;37730;LEDRADA;SALAMANCA;
1468;GALLETAS ANGULO;www.galletasangulo.com;CARRETERA PALENCIA S/N;09340;LERMA;BURGOS;
1469;GALLETAS GULLON;www.gullon.es;CARRETERA DE BURGOS KM. 1,5;34800;AGUILAR DE CAMPOO;PALENCIA;
1472;GALLETAS TEJEDOR;www.galletastejedor.es;AVENIDA DE VALLADOLID 60;42005;SORIA;SORIA;
1487;IBERICOS ALHANDIGA;www.ibericosalhandiga.com;CARRETERA N-630 GIJON-SEVILLA KM. 369,2;37789;FRESNO-ALHANDIGA;SALAMANCA;
1757;QUESOS EL PASTOR;www.elpastor.com;CARRETERA DE MOZAR KM. 1;49620;SANTA CRISTINA DE LA POLVOROSA;ZAMORA;
1801;HORTICOLAS MURILLO;;POL. INDUSTRIAL 5 PARC. 13 C/ CONDE DE VALLELLANO S/N;47238;ALCAZAREN;VALLADOLID;
1864;CASCAJARES;www.cascajares.com;POL. INDUSTRIAL DE DUEÑAS SECTOR 4 C/ VEGAPALACIOS 1 PARC. 19-20-21;34210;DUEÑAS;PALENCIA;
2009;LOS REJOS EMBUTIDOS;www.losrejos.com;CALLE CONSTITUCION 178;24800;CISTIERNA;LEON;
2280;JUAN JOSE MARTINEZ YEBRA;www.bodegamartinezyebra.es;TRAVESIA  SAN PEDRO 96;24530;VILLADECANES;LEON;
2407;NARCISO POSTIGO E HIJOS;www.narcisopostigo.es;CALLE CANONGIA 24;40360;CANTIMPALOS;SEGOVIA;
2757;PRODUCTOS RAMOS;;CALLE CANTARRANAS 5-7;24325;GORDALIZA DEL PINO;LEON;
2841;REINA KILAMA;www.reinakilama.com;CALLE CRUCE CTRA. DE VALERO S/N;37763;SAN MIGUEL DE VALERO;SALAMANCA;
2986;MIEL ECOLOGICA FABUS;www.mielecologicafabus.com;CALLE PRADO 5;37291;BOGAJO;SALAMANCA;
3081;SIMON MARTIN GUIJUELO;www.simonmartin.es;POL. INDUSTRIAL AGROALIMENTARIO C/ SIERRA HERREROS P 7 (APDO. CORREOS 112);37770;GUIJUELO;SALAMANCA;
3229;VINOS VALTUILLE;www.vinosvaltuille.com;CALLE PROMADELO S/N;24530;VALTUILLE DE ABAJO;LEON;
35610;AN AVICOLA MELIDA;www.grupoan.com;POL. INDUSTRIAL DE VICOLOZANO PARCELA 11-17;05194;VICOLOZANO (BRIEVA-VICOLOZANO);AVILA;
35689;CARRALAMATA;;CALLE FUENTEBLANCA 2;40353;HONTALBILLA;SEGOVIA;
36272;EMBUTIDOS LA PRADERA;www.embutidoslapradera.com;CALLE CAMILO JOSE CELA 2;24689;FONTUN DE LA TERCIA;LEON;
36291;AGROPAL GRUPO ALIMENTARIO;www.agropalsc.com;CALLE FRANCIA P52;34004;PALENCIA;PALENCIA;
36771;LEGUMBRES EL PEREGRINO;;CAMINO FINCA EL VILLAR - CTRA. VALCABADO-NORA DEL RIO, KM 5;24791;ROPERUELOS DEL PARAMO;LEON;
39715;NOGALES DEL DUERO;www.caliza.eu;AVENIDA SAN GREGORIO 6;47316;PIÑEL DE ARRIBA;VALLADOLID;
40395;DULCES GALICIA SL;;CALLE CENTENO  10;47100;TORDESILLAS;VALLADOLID;
179401;MORCILLAS DE VILLADA;www.morcilladevillada.com;CALLE NUESTRA SEÑORA DE LA CARRERA 1;34349;VILLACIDALER;PALENCIA;
441;BODEGA VIÑAGUAREÑA;www.vinotoro.com;CARRETERA TORO-SALAMANCA KM. 12,500;49800;TORO;ZAMORA;
509;BODEGAS FUENTENARRO;www.fuentenarro.com;CALLE CONSTITUCION 32;09311;HORRA (LA);BURGOS;
531;BODEGAS LOPEZ CRISTOBAL;www.lopezcristobal.com;CALLE BARRIO DE LA ESTACION S/N;09300;ROA;BURGOS;
568;BODEGAS S. ARROYO;www.tintoarroyo.com;CARRETERA ROA S/N;09441;SOTILLO DE LA RIBERA;BURGOS;
795;CARNICAS SANTIAGO GARCIA;www.jamonsantiago.com;CALLE LA HIGUERA 1;37730;LEDRADA;SALAMANCA;
1382;QUESOS DE ENTREVIÑAS;www.quesosentrevinas.com;CAMINO DEL RIO 1630;49690;SAN CRISTOBAL DE ENTREVIÑAS;ZAMORA;
1751;BODEGA COVARRUBIAS;www.valdable.com;CALLE GOMEZ DE SALAZAR 18;09346;COVARRUBIAS;BURGOS;
1849;CARNICAS IGLESIAS;www.carnicasiglesias.com;CARRETERA MADRID 5;37900;SANTA MARTA DE TORMES;SALAMANCA;
2047;SIDRA CARRAL;www.sidracarral.com;CALLE LA FUENTE 13;24153;SANTA MARIA DEL CONDADO;LEON;
2063;LEGUMBRES LUENGO;www.legumbresluengo.com;POL. INDUSTRIAL VIA DE LA PLATA CTRA. N-VI KM. 314;24794;RIEGO DE LA VEGA;LEON;
2090;CONSERVAS SETRA;;CALLE CONCEJO 45;49500;TRABAZOS;ZAMORA;
2097;MIEL EL CAMINO DEL CID;;CAMINO DE VERGUILLA S/N;42190;GOLMAYO;SORIA;
2099;PASTELERIA SOLES DE GREDOS;https://pasteleriasolesdegredos.com/;CALLE PIEDRACABALLERA 6  BAJO;05123;HOYOCASERO;AVILA;
2113;EMBUTIDOS FLORES;www.embutidosflores.com;CALLE SALAS POMBO S/N;37114;VILLASECO DE LOS GAMITOS;SALAMANCA;
2122;LUIS DOMINGO HERNANDEZ E HIJOS;www.luisdomingo.com;POL. INDUSTRIAL RIO MARGAÑAN 1-2;37770;GUIJUELO;SALAMANCA;
2765;PRODUCTOS VIRGEN DEL BREZO;www.virgendelbrezo.com;CARRETERA DE LA VALDAVIA 13;34870;SANTIBAÑEZ DE LA PEÑA;PALENCIA;
2807;QUESOS HERNANDEZ GARCIA;www.quesoshernandezgarcia.com;CARRETERA VALLADOLID S/N;47639;VILLALBA DE LOS ALCORES;VALLADOLID;
24378;GARRAPIÑADAS MARIO SANCHEZ;;CALLE GABRIEL Y GALAN 5  3º A;37700;BEJAR;SALAMANCA;
32540;BODEGAS Y VIÑEDOS ACEÑA;www.terraesteban.com;POL. INDUSTRIAL LAS CARRETAS CALLE C 1;42330;SAN ESTEBAN DE GORMAZ;SORIA;
32721;TENOIRA GAYOSO;www.tenoiragayoso.com;URBANIZACION EL GUINDALEDO S/N;24500;VILLAFRANCA DEL BIERZO;LEON;
33140;BODEGAS BRIONES ABAD;www.cantamuda.com;CALLE ISABEL LA CATOLICA 42;09300;ROA;BURGOS;
33186;LICORES LOS PINARES;www.licoreslospinares.es;CALLE LA MUÑOZA 5;40442;SAMBOAL;SEGOVIA;
34505;TERMINO DE MIRANDA;www.terminodemiranda.es;CARRETERA DE LA NARRA 100   A;09200;MIRANDA DE EBRO;BURGOS;
36234;BODEGAS J. FLORES;www.bodegasjflores.com;CALLE ARBOL DEL PARAISO 15;47300;PEÑAFIEL;VALLADOLID;
37051;CHOCOLATE REFART;www.chocolaterefart.com;CARRETERA DE LA ALDEHUELA (VIVERO DE EMPRESAS) NAVE 9;49021;ZAMORA;ZAMORA;
38835;BODEGAS Y VIÑEDOS VICARAL;www.vicaralwines.com;CARRETERA CL610, KM. 24;47231;SERRADA;VALLADOLID;
38915;ELABORADOS Y PRODUCTOS CARNICOS DE LEON;www.boezaleon.es;POL. INDUSTRIAL VILLADANGOS C/2  50;24392;VILLADANGOS DEL PARAMO;LEON;
38955;HACIENDA TINTAURUS;;CARRETERA NACIONAL 122 KM. 433;49800;TORO;ZAMORA;
39675;AGROBERRY ORIGINAL FROM ZAMORA;http://www.agroberry.es;CARRETERA ZAMORA 16;49183;ALMENDRA;ZAMORA;
196;PABLO A. VILLALPANDO;www.quesospabloalonsomartin.com;CALLE REAL 27;49630;VILLALPANDO;ZAMORA;
204;ALTA MORAÑA;www.amsc.es;CARRETERA SAN PEDRO PAPATRIGO KM. 1;05350;SAN PEDRO DEL ARROYO;AVILA;
271;AROTZ FOODS;www.arotz.com;CARRETERA SAGUNTO BURGOS KM. 399;42149;NAVALENO;SORIA;
432;BODEGA VALDRINAL;www.valdrinal.com;CAMINO DE LA VEGA S/N, POL. 4, PARC. 130-133;40533;ALDEHORNO;SEGOVIA;
546;BODEGAS PASCUAL;www.bodegaspascual.com;CARRETERA DE ARANDA KM. 5;09471;FUENTELCESPED;BURGOS;
598;BODEGAS VEGA SAUCO;www.vegasauco.com;CARRETERA NACIONAL 122 KM. 417,8;49810;MORALES DE TORO;ZAMORA;
620;BODEGAS Y VIÑEDOS FERNANDEZ RIVERA;https://familiafernandezrivera.com;CALLE FINCA LA GRANJA;49420;VADILLO DE LA GUAREÑA;ZAMORA;
844;CASTA NOBLE;www.castanoble.com;AVENIDA ASTORGA 13;24794;RIEGO DE LA VEGA;LEON;
845;CASTAÑAS CAMPELO EXPORTACION;www.campelo.net;CALLE RUA NUEVA 32;24500;VILLAFRANCA DEL BIERZO;LEON;
1590;MIEL LOS MONTES TOROZOS;www.mielmontestorozos.es;CALLE JOSE ANTONIO 11;47641;CASTROMONTE;VALLADOLID;
2010;LA MOLDERA Y LA TRASHUMANCIA.;www.lamolderareal.com;CALLE LARGA S/N;24732;SANTIAGO MILLAS;LEON;
2139;LA ESPIGA DE CASTILLA;;CALLE CERRADA 14;37427;VELLES (LA);SALAMANCA;
2422;BODEGAS ROQUESAN;www.roquesan.es;CAMINO DE LA BODEGA S/N;09454;QUEMADA;BURGOS;
2537;PANADERIA SALAZAR;www.panaderiasalazar.com;CALLE LA PLATA 2;34440;FROMISTA;PALENCIA;
2649;BODEGAS VIZAR;www.bodegasvizar.es;CARRETERA NACIONAL 122 KM. 342;47329;VILLABAÑEZ;VALLADOLID;
2737;PRODUCTOS CARNICOS EL CASTRO;www.pcelcastro.com;CALLE EL VALLE S/N;24760;CASTROCALBON;LEON;
30340;QUESOS GARCIA FILLOY;www.quesosfilloy.com;CALLE GENERAL FRANCO 22;37220;FREGENEDA (LA);SALAMANCA;
32460;AGUAS DE SAN JOAQUIN;www.aguasdesanjoaquin.com;CALLE FINCA DE SAN JOAQUIN DE HUELMOS DEL CAÑEDO S/N;37798;VALDUNCIEL;SALAMANCA;
33327;NEXUS BODEGAS;https://bodegasnexusfrontaura.com/;CARRETERA DE PESQUERA A RENEDO S/N;47315;PESQUERA DE DUERO;VALLADOLID;
35702;MONASTERIO SAN MIGUEL DE LA ESCALADA;www.monasteriodesanmigueldeescalada.com;CALLE LA FRAGUA 12;24166;SAN MIGUEL DE ESCALADA;LEON;
35754;JESUS SANCHEZ DE ARRIBA E HIJAS;www.jamondoguijuelo.com;CALLE ENTRECARRERAS S/N;37720;PUERTO DE BEJAR;SALAMANCA;
36772;AGRYBO 2020;www.bodeganegredo.com;CARRETERA N 622 P.K. 85 (DESVIO VILLAMAN);34257;PALENZUELA;PALENCIA;
38595;MERMELICIAS DE GREDOS;www.mermelicias.com;CARRETERA CANDELEDA-AVILA KM  924;05400;ARENAS DE SAN PEDRO;AVILA;
39055;VIÑAS MURILLO;www.vinasmurillo.es;POL. INDUSTRIAL 1 PARC 23;47238;ALCAZAREN;VALLADOLID;
39175;AGUAS MINERALES DE AVILA;www.ursu9.es/es;CARRETERA SANCHIDRIAN-SALAMANCA KM. 17;05164;OSO (EL);AVILA;
39335;GONZALEZ GARCIA, FRANCISCO JOSE;http://www.mielegante.es;CALLE EL CAÑO 7;47134;TORRELOBATON;VALLADOLID;
40015;DELICATESSEN CASTRO VALNERA;https://delicatessencastrovalnera.com/;POL. INDUSTRIAL VILLASANTE DE MONTIJA 23;09569;VILLASANTE;BURGOS;
231;QUESERIA LA CASONA DE LOS PISONES;www.lacasonadelospisones.com;PASEO LOS PISONES 205B;09001;BURGOS;BURGOS;
297;ASOVINO;www.asovino.com;AVENIDA  TRES CRUCES 35 ENTREPLANTA A;49008;ZAMORA;ZAMORA;
324;BALTASAR MORALEJO E HIJOS;www.pagolosvivales.com;POL. INDUSTRIAL 1 PARC. 33 FINCA PAGO DE LOS VIVALES;49530;CORESES;ZAMORA;AUTORIZADO
585;PEÑAMONTE;www.bodegastorreduero.com;POL. INDUSTRIAL NORTE PARC. 5;49800;TORO;ZAMORA;
1032;NTRA. SRA. DE LA ANTIGUA;www.quesosvaldeperocooperativa.com;PASEO TEOFILO CALZADA S/N;34419;FUENTES DE VALDEPERO;PALENCIA;
1215;IBERICOS EL CARPIO HERMANOS MARCOS;www.ibericosdelcarpio.com;CARRETERA ALAEJOS-ATAQUINES KM. 26;47470;CARPIO;VALLADOLID;
